id,title,url,filename,item_code,base_code,item_code_family,category,section,language,topics,year,bytes,size_human,last_modified,source_page,source_title,source_count,host,status
1959,Box 459 - The Language of the Heart... Bill W.'s Grapevine Writings…,https://www.aa.org/sites/default/files/newsletters/en_box459_oct-nov88.pdf,en_box459_oct-nov88.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Grapevine; Newsletter,,2120878,2.0 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1960,Box 459 - The Long Road to the Plain Language Big Book,https://www.aa.org/sites/default/files/newsletters/F-36_winter2025.pdf,F-36_winter2025.pdf,F-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2025,8962539,8.5 MB,2025-03-03,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1961,Box 459 - The Meeting Guide App,https://www.aa.org/sites/default/files/newsletters/en_box459_fall19.pdf,en_box459_fall19.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter; Workbook / Kit,,1043473,1019.0 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1962,"Box 459 - The Role of A.A. Literature: When the Chips Are Down, Reinvent the Basics",https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept94.pdf,en_box459_aug-sept94.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,3671680,3.5 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1963,Box 459 - The Work of the Conference Goes On All Year Long,https://www.aa.org/sites/default/files/newsletters/en_box459_april-may92_0.pdf,en_box459_april-may92_0.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Conference; Newsletter,,9633853,9.2 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1964,"Box 459 - Theme de la Conference: ""Le parrainage - notre privilege et responsabilite""",https://www.aa.org/sites/default/files/newsletters/fr_box459_june-july76.pdf,fr_box459_june-july76.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Conference; Newsletter,,1456663,1.4 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1965,"Box 459 - Theme Set, Agenda Shaping Up for 1974 Conference",https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar74.pdf,en_box459_feb-mar74.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Conference; Newsletter,1974,1186231,1.1 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1966,Box 459 - They're Doing the Rotation Rock at G.S.O.,https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept99.pdf,en_box459_aug-sept99.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,3253701,3.1 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1967,Box 459 - They’re Back in Prison—But This Time It’s Voluntary,https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept08.pdf,en_box459_aug-sept08.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Corrections; Newsletter,,355221,346.9 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1968,Box 459 - Three New Class A Trustees Join the General Service Board,https://www.aa.org/sites/default/files/newsletters/F-36_fall2025.pdf,F-36_fall2025.pdf,F-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2025,2665156,2.5 MB,2025-12-11,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1969,"Box 459 - To Our Bill, In Loving Memory",https://www.aa.org/sites/default/files/newsletters/en_box459_january_billmemorial71.pdf,en_box459_january_billmemorial71.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,957905,935.5 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1970,Box 459 - Todos los caminos conducen a Minneapolis: 29 de junio al 2 de julio,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may00.pdf,sp_box459_april-may00.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2425930,2.3 MB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1971,Box 459 - Tous les chemins mènent à Minneapolis du 29 juin au 2 juillet 2000,https://www.aa.org/sites/default/files/newsletters/fr_box459_april-may00.pdf,fr_box459_april-may00.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2000,3132667,3.0 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1972,Box 459 - Traditions Steer A.A.'s Course Since 1946,https://www.aa.org/sites/default/files/newsletters/en_box459_oct-nov66.pdf,en_box459_oct-nov66.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Twelve Traditions; Newsletter,1946,681382,665.4 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1973,Box 459 - Tres nuevos custodios clase A se incorporan a la Junta de Servicios Generales,https://www.aa.org/sites/default/files/newsletters/SF-36_fall2025.pdf,SF-36_fall2025.pdf,SF-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2025,2790033,2.7 MB,2025-12-11,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1974,Box 459 - Trois nouveaux administrateurs de Classe A rejoignent le Conseil des Services généraux,https://www.aa.org/sites/default/files/newsletters/FF-36_fall2025.pdf,FF-36_fall2025.pdf,FF-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2025,3225595,3.1 MB,2025-12-11,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1975,Box 459 - Two Areas Will Name Trustees,https://www.aa.org/sites/default/files/newsletters/en_box459_nov56.pdf,en_box459_nov56.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,775477,757.3 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1976,Box 459 - Two Fall 'Gratitude Weeks' Planned,https://www.aa.org/sites/default/files/newsletters/en_box459_aug56.pdf,en_box459_aug56.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,737081,719.8 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1977,Box 459 - Two New A.A. Trustees Elected to Board,https://www.aa.org/sites/default/files/newsletters/en_box459_jul-aug64.pdf,en_box459_jul-aug64.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,664960,649.4 KB,2021-07-15,https://www.aa.org/box-459,Box 459,2,www.aa.org,ok
1978,Box 459 - Un nouveau Gros Livre en langue des signes américaine,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday19.pdf,fr_box459_holiday19.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,1005580,982.0 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1979,Box 459 - Un nouveau livre du Grapevine intitulé Le groupe d'attache: le cæur du mouvement,https://www.aa.org/sites/default/files/newsletters/fr_box459_aug-sept93.pdf,fr_box459_aug-sept93.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Grapevine; Newsletter,,3447084,3.3 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1980,Box 459 - Un nouveau systeme de traitement des donnees ameliore le service du B.S.G. aux groupes et aux membres A.A.,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday77.pdf,fr_box459_holiday77.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,1569651,1.5 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1981,Box 459 - Una Agenda Repleta para la 37a Conferencia,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may87.pdf,sp_box459_april-may87.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2317212,2.2 MB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1982,Box 459 - Una mesa completa: el Día de Compartimiento de la OSG,https://www.aa.org/sites/default/files/newsletters/sp_box459_spring20_0.pdf,sp_box459_spring20_0.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,1100834,1.0 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1983,Box 459 - Une nouvelle Troisième Édition du Gros Livre en espagnol,https://www.aa.org/sites/default/files/newsletters/fr_box459_febmar08.pdf,fr_box459_febmar08.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,1058566,1.0 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1984,Box 459 - Une réunion des AA dans l’Antarctique,https://www.aa.org/sites/default/files/newsletters/fr_box459_oct-nov05.pdf,fr_box459_oct-nov05.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,683079,667.1 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1985,Box 459 - Unicidad de propósito,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may04.pdf,sp_box459_april-may04.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2164283,2.1 MB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1986,Box 459 - Unidad de Hoy: Seguridad de Mañana,https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july68.pdf,sp_box459_june-july68.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,602526,588.4 KB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1987,Box 459 - Unite d'aujourd' hui: securite de demain,https://www.aa.org/sites/default/files/newsletters/fr_box459_june-july68.pdf,fr_box459_june-july68.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,735484,718.2 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1988,Box 459 - Unity Assures Our Future,https://www.aa.org/sites/default/files/newsletters/en_box459_june-july68.pdf,en_box459_june-july68.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,635910,621.0 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1989,Box 459 - Unity: Are We Living Up to Our Legacy?,https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar91.pdf,en_box459_feb-mar91.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,2065946,2.0 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
1990,Box 459 - Usted Nunca Olvidará la Mayor Reunión de A.A.!,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may65.pdf,sp_box459_april-may65.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,622984,608.4 KB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1991,Box 459 - Vacaciones de los Miembros de A.A.,https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july69.pdf,sp_box459_june-july69.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,704738,688.2 KB,2021-09-03,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1992,Box 459 - Vancouver sera lhote du prochain forum regional,https://www.aa.org/sites/default/files/newsletters/fr_box459_aug-sept76.pdf,fr_box459_aug-sept76.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Regional Forum; Newsletter,,1404080,1.3 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1993,"Box 459 - Ven a celebrar el 85º aniversario de A.A. en Detroit, Michigan",https://www.aa.org/sites/default/files/newsletters/sp_box459_summer_2019_0.pdf,sp_box459_summer_2019_0.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2019,985812,962.7 KB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
1994,Box 459 - Venez célébrer la sobriété: du 3 au 6 juillet 1980 à la Nouvelle-Orléans,https://www.aa.org/sites/default/files/newsletters/fr_box459_aug-sept79.pdf,fr_box459_aug-sept79.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1980,1596991,1.5 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1995,Box 459 - Venez célébrer le 70e anniversaire des AA à Toronto dans un merveilleux tourbillon,https://www.aa.org/sites/default/files/newsletters/fr_box459_feb-mar04.pdf,fr_box459_feb-mar04.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,168899,164.9 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1996,"Box 459 - Venez célébrer le 75e anniversaire des AA À San Antonio, Texas",https://www.aa.org/sites/default/files/newsletters/fr_box459_april-may09.pdf,fr_box459_april-may09.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,209351,204.4 KB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1997,"Box 459 - Venez célébrer le 80e anniversaire des AA à Atlanta, Georgia",https://www.aa.org/sites/default/files/newsletters/fr_box459_spring14.pdf,fr_box459_spring14.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,2864942,2.7 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1998,Box 459 - Venez célébrer le 85e anniversaire des AA à Détroit,https://www.aa.org/sites/default/files/newsletters/fr_box459_summer_2019.pdf,fr_box459_summer_2019.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2019,936211,914.3 KB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
1999,Box 459 - Vengan a celebrar el 70º aniversario de A.A. en Toronto,https://www.aa.org/sites/default/files/newsletters/sp_box459_feb-mar04.pdf,sp_box459_feb-mar04.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,93264,91.1 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2000,Box 459 - Vengan a celebrar el 75º aniversario de A.A...,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may09.pdf,sp_box459_april-may09.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,394797,385.5 KB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2001,"Box 459 - Vengan a Celebrar Sobriedad en Nueva Orleans, Julio 3 al 6, 1980",https://www.aa.org/sites/default/files/newsletters/sp_box459_aug-sept79.pdf,sp_box459_aug-sept79.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,1980,1005924,982.3 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2002,Box 459 - Viajamos por A.A.,https://www.aa.org/sites/default/files/newsletters/sp_box459_sept63.pdf,sp_box459_sept63.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2828588,2.7 MB,2021-09-03,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2003,"Box 459 - Vigésima Novena Conferencia Aprueba la Película ""A.A. Vista por Dentro""",https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july79.pdf,sp_box459_june-july79.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,1312564,1.3 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2004,Box 459 - Vivons-nous conformément à cet élément de notre Héritage qu'est I'Unité?,https://www.aa.org/sites/default/files/newsletters/fr_box459_feb-mar91.pdf,fr_box459_feb-mar91.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter; Form / Application,,3210908,3.1 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2005,Box 459 - Voces Amigables Llenas de Esperanza Ayudan a Mantener la Sobriedad de la Persona Nueva,https://www.aa.org/sites/default/files/newsletters/sp_box459_oct-nov73.pdf,sp_box459_oct-nov73.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,638421,623.5 KB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2006,"Box 459 - Voici Nick S., nouveau membre du personnel du BSG",https://www.aa.org/sites/default/files/newsletters/ff-36_spring2024_0.pdf,ff-36_spring2024_0.pdf,FF-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2024,2505983,2.4 MB,2024-11-01,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2007,Box 459 - Voici nos quatre nouveaux administrateurs de Classe B,https://www.aa.org/sites/default/files/newsletters/ff-36_fall2023_0.pdf,ff-36_fall2023_0.pdf,FF-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2023,2844405,2.7 MB,2023-11-30,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2008,Box 459 - Votre groupe a-t-il un président des publications ?,https://www.aa.org/sites/default/files/newsletters/fr_box459_fall13.pdf,fr_box459_fall13.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,2560457,2.4 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2009,Box 459 - Votre groupe est-il en relations étroites avec I'association AA en son entier?,https://www.aa.org/sites/default/files/newsletters/fr_box459_aug-sept78.pdf,fr_box459_aug-sept78.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,1458811,1.4 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2010,Box 459 - Votre groupe s’est-il regardé dans le miroir dernièrement ?,https://www.aa.org/sites/default/files/newsletters/fr_box459_april-may08.pdf,fr_box459_april-may08.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,601434,587.3 KB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2011,Box 459 - Ways to Liven Up Your Meetings in the Dead of Winter (or Summer),https://www.aa.org/sites/default/files/newsletters/en_box459_winter69.pdf,en_box459_winter69.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,688575,672.4 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2012,Box 459 - We Are Grateful…,https://www.aa.org/sites/default/files/newsletters/en_box459_nov59.pdf,en_box459_nov59.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,465921,455.0 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2013,Box 459 - We are Grateful…,https://www.aa.org/sites/default/files/newsletters/en_box459_nov61.pdf,en_box459_nov61.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,383878,374.9 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2014,Box 459 - Welcome to New Orleans!,https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept80.pdf,en_box459_aug-sept80.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,961302,938.8 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2015,Box 459 - What Really Goes on Behind the Scenes at the Conference?,https://www.aa.org/sites/default/files/newsletters/en_box459_april-may75.pdf,en_box459_april-may75.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Conference; Newsletter,,1206009,1.2 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2016,Box 459 - What's New at G.S.O. – Celebrating Over Half a Millennium of Service,https://www.aa.org/sites/default/files/newsletters/en_box459_supplementissue20.pdf,en_box459_supplementissue20.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,329102,321.4 KB,2021-07-19,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2017,Box 459 - When is 'Breaking My Anonymity' NOT an Anonymity Break?,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday64.pdf,en_box459_holiday64.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Anonymity; Newsletter,,2647252,2.5 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2018,Box 459 - When is Breaking Your Anonymity Not an Anonymity Break?,https://www.aa.org/sites/default/files/newsletters/en_box459_fall12.pdf,en_box459_fall12.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Anonymity; Newsletter,,789755,771.2 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2019,"Box 459 - Wherever Newcomers Come From, Do We Meet Them 'Where They Are'?",https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar83.pdf,en_box459_feb-mar83.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newcomer; Newsletter,,892809,871.9 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2020,Box 459 - Which Counts Most - Me or My A.A. Group?,https://www.aa.org/sites/default/files/newsletters/en_box459_june-july65.pdf,en_box459_june-july65.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,1121982,1.1 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2021,"Box 459 - Which Serves Alcoholics Better - Special 'Group,' or 'Meetings'?",https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept72.pdf,en_box459_aug-sept72.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,475980,464.8 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2022,Box 459 - Why Do So Many A.A.'s Enjoy P.I. Work?,https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar79.pdf,en_box459_feb-mar79.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,1210370,1.2 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2023,Box 459 - Winter 2018 - The Only Requirement…,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday18.pdf,en_box459_holiday18.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2018,1575254,1.5 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2024,Box 459 - Winter Issue 2009,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday09.pdf,en_box459_holiday09.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2009,1265452,1.2 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2025,Box 459 - Winter Issue 2010,https://www.aa.org/sites/default/files/newsletters/en_box459_winter10_1.pdf,en_box459_winter10_1.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2010,983101,960.1 KB,2021-07-19,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2026,Box 459 - Winter Issue 2011,https://www.aa.org/sites/default/files/newsletters/en_box459_winter11.pdf,en_box459_winter11.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2011,1783891,1.7 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2027,Box 459 - Work Begins on 1957 Directory,https://www.aa.org/sites/default/files/newsletters/en_box459_dec56.pdf,en_box459_dec56.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,1957,966927,944.3 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2028,Box 459 - World A.A. Plans to Meet in Guatemala City,https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept86.pdf,en_box459_aug-sept86.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,1969192,1.9 MB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2029,Box 459 - XI Reunión de Servicio Mundial se reunirá en Munich,https://www.aa.org/sites/default/files/newsletters/sp_box459_oct-nov90.pdf,sp_box459_oct-nov90.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2239800,2.1 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2030,"Box 459 - XL Conferencia de Servicios - ""El Grupo Base - Nuestra responsabilidad y nuestro vInculo con el futuro de A.A.""",https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july90.pdf,sp_box459_june-july90.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2621253,2.5 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2031,Box 459 - XXXIV Conferencia Oirá las Multiples Voces del Agradecimiento,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may84.pdf,sp_box459_april-may84.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,1025625,1001.6 KB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2032,Box 459 - XXXV Conferencia Celebra la Gratitud y la Responsabilidad,https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july85.pdf,sp_box459_june-july85.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2509112,2.4 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2033,Box 459 - XXXV Conferencia de Servicios Generales: Un Tono Alegre,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may85.pdf,sp_box459_april-may85.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2092147,2.0 MB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2034,Box 459 - XXXVI Conferencia Mira Hacia el Porvenir,https://www.aa.org/sites/default/files/newsletters/sp_box459_june-july86.pdf,sp_box459_june-july86.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,11955791,11.4 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2035,Box 459 - Your Letters Bring Vitality to G.S.O.,https://www.aa.org/sites/default/files/newsletters/en_box459_feb-mar67.pdf,en_box459_feb-mar67.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,576724,563.2 KB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2036,Box 459 - « Celui qui ne pouvait pas arrêter de boire ? »,https://www.aa.org/sites/default/files/newsletters/fr_box459_summer_2018.pdf,fr_box459_summer_2018.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2018,493750,482.2 KB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2037,Box 459 - « Je suis responsable » Plus de 44 000 AA ont célébré la sobriété,https://www.aa.org/sites/default/files/newsletters/fr_box459_aug-sept05.pdf,fr_box459_aug-sept05.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,321294,313.8 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2038,Box 459 - « Je suis » : Le nouveau site Web AA.org,https://www.aa.org/sites/default/files/newsletters/FF-36_Box_4-5-9_Spring_2022.pdf,FF-36_Box_4-5-9_Spring_2022.pdf,FF-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2022,1506270,1.4 MB,2022-03-22,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2039,Box 459 - « La grandeur des AA » : Nouvelles approches de la Septième Tradition,https://www.aa.org/sites/default/files/newsletters/fr_box459_fall20.pdf,fr_box459_fall20.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Twelve Traditions; Newsletter,,1012496,988.8 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
